id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;length;divisions;rhythm
224_181;line;POSTBOP;UP;John Coltrane;SWING;1;286;2;286;4;6;3;4,2,6;0001,11,001011
224_182;line;POSTBOP;UP;John Coltrane;SWING;2;287;3;288;1;6;3;4,2,1;1011,11,1
224_183;lick;POSTBOP;UP;John Coltrane;SWING;2;288;3;289;1;5;3;2,2,1;11,11,1
224_184;lick;POSTBOP;UP;John Coltrane;SWING;1;289;3;289;4;3;2;2,2;11,01
224_185;lick;POSTBOP;UP;John Coltrane;SWING;1;290;3;290;4;5;2;4,3;1011,011
224_186;lick;POSTBOP;UP;John Coltrane;SWING;2;291;3;292;2;8;4;4,2,2,3;1100,01,11,111
224_187;line;POSTBOP;UP;John Coltrane;SWING;3;292;4;294;2;13;7;4,2,3,2,4,2,3;0001,01,110,11,1011,11,011
224_188;lick;POSTBOP;UP;John Coltrane;SWING;1;295;1;295;4;8;4;3,2,4,3;011,01,1011,011
224_189;lick;POSTBOP;UP;John Coltrane;SWING;1;296;2;296;4;6;3;4,2,4;0001,11,0111
224_190;line;POSTBOP;UP;John Coltrane;SWING;4;297;3;300;1;17;10;3,1,2,2,2,2,3,3,2,1;011,1,01,11,11,11,110,111,01,1
224_191;line;POSTBOP;UP;John Coltrane;SWING;5;301;1;305;2;30;17;2,1,2,2,2,2,4,2,2,1,3,3,3,2,3,2,2;01,1,01,11,11,11,1101,01,11,1,110,110,111,01,111,01,11
224_192;line;POSTBOP;UP;John Coltrane;SWING;3;306;2;308;3;15;9;2,4,2,4,3,2,3,2,3;01,0011,11,0001,011,01,111,01,011
224_193;line;POSTBOP;UP;John Coltrane;SWING;10;310;1;319;1;70;36;3,2,3,4,2,4,2,3,2,2,3,4,2,2,2,4,3,2,4,2,4,2,3,2,3,3,2,1,2,2,4,3,3,2,2,1;110,11,011,0110,11,1011,01,111,11,01,110,1011,01,11,11,1101,011,01,1011,01,1011,01,111,01,111,011,01,1,01,11,1101,011,011,11,11,1
224_195;lick;POSTBOP;UP;John Coltrane;SWING;2;322;2;323;1;4;3;2,2,2;01,01,11
224_196;line;POSTBOP;UP;John Coltrane;SWING;5;324;2;328;2;33;16;1,3,3,3,4,2,2,2,2,2,4,2,2,2,2,6;1,011,011,110,1011,11,01,11,11,11,1011,01,11,11,11,101011
224_197;lick;POSTBOP;UP;John Coltrane;SWING;1;329;2;329;3;3;2;2,1;11,1
224_198;lick;POSTBOP;UP;John Coltrane;SWING;1;330;1;330;2;4;2;2,2;11,11
224_200;lick;POSTBOP;UP;John Coltrane;SWING;1;335;2;335;4;7;3;4,3,3;1011,011,011
224_201;lick;POSTBOP;UP;John Coltrane;SWING;2;336;3;337;2;10;4;3,4,2,4;111,1011,01,1011
224_202;lick;POSTBOP;UP;John Coltrane;SWING;1;338;1;338;2;5;2;2,4;11,1011
224_203;lick;POSTBOP;UP;John Coltrane;SWING;2;338;4;339;2;5;3;4,3,2;0001,011,11
224_204;lick;POSTBOP;UP;John Coltrane;SWING;2;339;4;340;4;11;5;2,4,4,2,4;01,0110,1111,01,1011
224_206;line;POSTBOP;UP;John Coltrane;SWING;2;342;4;343;2;6;3;3,3,2;011,011,11
224_207;lick;POSTBOP;UP;John Coltrane;SWING;1;344;1;344;4;9;4;2,4,2,4;11,1011,01,1011
224_211;lick;POSTBOP;UP;John Coltrane;SWING;1;347;1;347;2;6;2;2,4;11,1111
224_212;lick;POSTBOP;UP;John Coltrane;SWING;1;348;1;348;4;8;4;3,2,2,3;111,11,01,011
224_213;lick;POSTBOP;UP;John Coltrane;SWING;1;349;2;349;4;4;3;4,2,2;0001,11,01
224_214;lick;POSTBOP;UP;John Coltrane;SWING;1;350;2;350;3;4;2;3,1;111,1
224_215;lick;POSTBOP;UP;John Coltrane;SWING;2;351;2;352;1;8;4;3,1,3,1;111,1,111,1
224_217;lick;POSTBOP;UP;John Coltrane;SWING;1;360;1;360;3;5;3;2,4,2;01,1101,01
224_218;lick;POSTBOP;UP;John Coltrane;SWING;2;361;3;362;1;5;3;2,2,2;01,11,11
224_219;lick;POSTBOP;UP;John Coltrane;SWING;1;362;2;362;4;5;3;2,2,2;01,11,11
224_220;lick;POSTBOP;UP;John Coltrane;SWING;2;363;2;364;2;8;5;4,2,3,2,3;0001,01,011,11,011
224_221;lick;POSTBOP;UP;John Coltrane;SWING;2;364;4;365;4;10;5;4,3,4,2,2;0001,011,0111,11,11
224_222;lick;POSTBOP;UP;John Coltrane;SWING;3;366;3;368;1;13;7;3,2,2,3,3,2,1;110,11,11,111,011,01,1
224_223;lick;POSTBOP;UP;John Coltrane;SWING;2;368;3;369;4;13;6;2,2,2,4,2,2;11,11,11,1011,11,11
224_224;line;POSTBOP;UP;John Coltrane;SWING;2;370;3;371;2;9;4;3,3,2,3;111,011,11,011
224_225;lick;POSTBOP;UP;John Coltrane;SWING;1;372;1;372;3;5;3;2,2,1;11,11,1
224_226;lick;POSTBOP;UP;John Coltrane;SWING;2;372;4;373;4;9;5;4,2,2,2,3;0001,01,11,11,111
224_227;line;POSTBOP;UP;John Coltrane;SWING;2;374;3;375;2;10;4;4,3,4,4;1001,011,1011,1101
224_228;lick;POSTBOP;UP;John Coltrane;SWING;1;376;1;376;3;5;3;2,2,1;11,11,1
224_229;line;POSTBOP;UP;John Coltrane;SWING;1;377;1;377;4;10;4;2,2,4,2;11,11,1111,11
224_230;lick;POSTBOP;UP;John Coltrane;SWING;1;378;3;378;4;5;2;4,2;1101,11
224_231;lick;POSTBOP;UP;John Coltrane;SWING;2;379;3;380;2;9;4;3,2,2,4;111,01,11,1011
224_232;line;POSTBOP;UP;John Coltrane;SWING;2;381;1;382;2;11;6;4,2,2,3,2,2;0001,11,11,011,11,11
224_233;lick;POSTBOP;UP;John Coltrane;SWING;2;383;2;384;2;9;4;3,3,2,3;111,011,11,011
224_235;lick;POSTBOP;UP;John Coltrane;SWING;1;386;1;386;4;8;4;2,2,4,1;11,11,1011,1
224_236;line;POSTBOP;UP;John Coltrane;SWING;3;387;3;389;4;18;10;4,2,2,2,1,2,3,2,3,3;1011,11,11,01,1,01,011,11,011,011
224_237;line;POSTBOP;UP;John Coltrane;SWING;3;390;2;392;3;17;10;4,2,2,2,2,3,2,2,2,2;0001,01,11,11,01,111,01,11,11,11
224_238;lick;POSTBOP;UP;John Coltrane;SWING;1;393;1;393;3;4;3;2,2,2;01,11,01
224_239;lick;POSTBOP;UP;John Coltrane;SWING;2;394;2;395;2;9;5;2,3,1,4,3;01,011,1,1011,011
224_240;lick;POSTBOP;UP;John Coltrane;SWING;3;396;2;398;1;14;7;2,3,2,2,4,3,4;11,011,11,01,1011,011,1100
224_241;lick;POSTBOP;UP;John Coltrane;SWING;2;399;1;400;3;11;6;4,2,2,1,2,1;1111,11,01,1,11,1
224_249;lick;POSTBOP;UP;John Coltrane;SWING;2;415;3;416;2;5;3;2,2,4;11,01,1001
224_251;lick;POSTBOP;UP;John Coltrane;SWING;2;426;2;427;1;5;4;1,2,2,2;1,01,11,01
224_252;lick;POSTBOP;UP;John Coltrane;SWING;1;428;2;428;4;3;2;1,4;1,0110
224_253;line;POSTBOP;UP;John Coltrane;SWING;3;429;2;431;2;18;9;4,3,2,2,4,2,3,2,3;0001,011,11,11,0111,01,111,11,011
224_254;lick;POSTBOP;UP;John Coltrane;SWING;2;432;3;433;3;8;5;1,2,3,3,1;1,01,111,011,1
224_255;line;POSTBOP;UP;John Coltrane;SWING;6;434;1;439;3;46;22;4,2,4,3,3,2,3,2,2,2,2,3,3,2,2,4,2,1,4,2,2,2;1011,11,1011,011,011,01,111,11,01,11,11,111,111,11,01,1101,11,1,1011,11,01,11
224_257;line;POSTBOP;UP;John Coltrane;SWING;3;441;4;443;2;15;7;2,4,2,2,2,2,4;01,1110,11,11,11,11,1101
224_258;line;POSTBOP;UP;John Coltrane;SWING;5;443;4;447;1;27;14;2,4,3,2,2,2,2,2,2,2,3,2,3,1;01,1100,111,11,11,01,11,11,11,11,111,11,011,1
224_263;lick;POSTBOP;UP;John Coltrane;SWING;2;457;4;458;4;4;4;2,2,1,1;01,01,1,1
224_264;lick;POSTBOP;UP;John Coltrane;SWING;2;459;3;460;3;8;5;2,2,2,2,1;11,01,11,11,1
224_265;line;POSTBOP;UP;John Coltrane;SWING;4;461;2;464;3;27;13;4,2,2,4,1,2,1,3,2,2,2,3,1;1111,11,11,1110,1,11,1,110,11,11,11,111,1
224_266;lick;POSTBOP;UP;John Coltrane;SWING;2;465;1;466;3;6;5;2,4,1,4,2;01,1001,1,0001,01
224_267;lick;POSTBOP;UP;John Coltrane;SWING;2;467;1;468;3;6;4;2,2,2,2;01,11,01,11
224_268;lick;POSTBOP;UP;John Coltrane;SWING;2;469;2;470;3;7;5;2,2,2,2,2;11,11,01,01,01
224_269;line;POSTBOP;UP;John Coltrane;SWING;3;471;3;473;1;12;7;1,2,3,3,3,2,1;1,11,111,011,011,01,1
224_270;line;POSTBOP;UP;John Coltrane;SWING;2;473;3;474;3;7;5;1,2,2,1,2;1,01,11,1,11
224_271;line;POSTBOP;UP;John Coltrane;SWING;3;474;4;476;3;18;8;4,3,4,4,4,2,2,1;0011,011,0111,1011,1011,11,11,1
224_272;line;POSTBOP;UP;John Coltrane;SWING;2;476;4;477;1;3;2;2,4;01,1100
224_273;line;POSTBOP;UP;John Coltrane;SWING;3;477;3;479;3;17;9;1,2,3,2,2,2,2,2,1;1,11,111,11,11,11,11,11,1
224_274;lick;POSTBOP;UP;John Coltrane;SWING;2;480;2;481;1;6;3;2,2,3;11,11,011
224_275;lick;POSTBOP;UP;John Coltrane;SWING;2;482;1;483;1;3;3;2,4,2;01,0001,01
224_277;line;POSTBOP;UP;John Coltrane;SWING;3;485;3;487;2;16;8;4,2,3,2,3,1,2,4;1011,11,011,01,111,1,11,1100
224_278;line;POSTBOP;UP;John Coltrane;SWING;4;488;2;491;2;22;12;2,2,3,2,2,3,3,3,4,4,2,1;01,01,111,01,11,011,111,011,0011,0111,01,1
224_279;lick;POSTBOP;UP;John Coltrane;SWING;2;492;1;493;1;10;5;3,2,4,2,1;111,01,1101,11,1
224_280;line;POSTBOP;UP;John Coltrane;SWING;2;493;3;494;2;10;4;4,1,3,3;1111,1,111,011
224_281;line;POSTBOP;UP;John Coltrane;SWING;4;495;2;498;3;23;13;2,2,3,2,3,3,3,2,1,3,3,2,2;01,11,011,11,011,011,011,01,1,011,011,11,11
224_282;line;POSTBOP;UP;John Coltrane;SWING;3;499;2;501;2;14;9;4,2,2,1,2,1,2,2,3;0001,11,11,1,01,1,11,11,110
224_283;lick;POSTBOP;UP;John Coltrane;SWING;3;501;4;503;2;9;7;4,2,2,1,2,2,1;0001,01,11,1,01,11,1
224_284;lick;POSTBOP;UP;John Coltrane;SWING;2;504;1;505;1;11;5;2,2,2,2,4;11,11,11,11,1011
224_285;lick;POSTBOP;UP;John Coltrane;SWING;1;506;1;506;2;4;2;2,2;11,11
224_286;lick;POSTBOP;UP;John Coltrane;SWING;2;507;2;508;2;10;5;3,4,3,2,1;111,1001,011,11,1
224_287;line;POSTBOP;UP;John Coltrane;SWING;1;509;2;509;2;3;1;4;1101
224_288;line;POSTBOP;UP;John Coltrane;SWING;2;509;4;510;1;2;2;2,1;01,1
224_289;line;POSTBOP;UP;John Coltrane;SWING;1;510;2;510;4;6;3;3,3,3;011,011,110
224_290;lick;POSTBOP;UP;John Coltrane;SWING;2;511;2;512;2;8;4;4,3,2,4;0001,110,11,1101
224_291;lick;POSTBOP;UP;John Coltrane;SWING;1;513;2;513;4;5;3;2,1,3;11,1,110
224_292;lick;POSTBOP;UP;John Coltrane;SWING;2;514;3;515;3;9;5;4,2,2,3,1;1100,11,11,110,1
224_293;lick;POSTBOP;UP;John Coltrane;SWING;1;516;1;516;4;8;4;3,4,2,1;111,1001,11,1
224_294;lick;POSTBOP;UP;John Coltrane;SWING;2;517;3;518;3;8;5;1,4,4,3,1;1,1001,1001,110,1
224_295;line;POSTBOP;UP;John Coltrane;SWING;2;519;2;520;2;11;5;3,1,3,2,4;111,1,011,01,1111
224_296;line;POSTBOP;UP;John Coltrane;SWING;2;521;1;522;3;10;6;4,3,3,1,3,3;0001,011,011,1,011,011
224_297;lick;POSTBOP;UP;John Coltrane;SWING;1;523;2;523;4;7;3;2,2,4;11,11,1011
224_298;line;POSTBOP;UP;John Coltrane;SWING;3;524;3;526;1;13;7;2,2,2,2,2,2,1;11,11,11,11,11,11,1
224_299;line;POSTBOP;UP;John Coltrane;SWING;2;526;3;527;4;13;6;2,4,2,2,3,2;11,1011,01,11,111,11
224_300;line;POSTBOP;UP;John Coltrane;SWING;2;529;2;530;4;12;7;2,3,2,1,2,2,1;11,111,11,1,01,11,1
224_301;lick;POSTBOP;UP;John Coltrane;SWING;2;531;2;532;2;12;5;2,3,3,4,2;11,110,111,0111,11
224_302;lick;POSTBOP;UP;John Coltrane;SWING;2;533;2;534;1;10;4;4,2,4,1;1111,01,1111,1
224_303;lick;POSTBOP;UP;John Coltrane;SWING;3;534;2;536;3;18;10;4,3,3,2,2,2,4,2,2,2;0001,011,011,11,01,11,1011,01,11,11
224_304;line;POSTBOP;UP;John Coltrane;SWING;7;537;3;543;4;53;26;1,2,2,3,4,2,2,2,3,4,2,3,4,2,3,3,3,2,2,4,2,2,1,1,4,1;1,11,11,111,1011,11,11,11,111,0011,01,011,0110,11,011,111,011,01,11,1111,11,11,1,1,1011,1
224_309;lick;POSTBOP;UP;John Coltrane;SWING;2;557;2;558;4;13;7;4,4,2,4,2,2,3;0001,1111,01,1001,01,11,011
224_310;lick;POSTBOP;UP;John Coltrane;SWING;2;559;2;560;2;9;5;4,3,2,2,4;0001,011,11,01,1011
224_311;line;POSTBOP;UP;John Coltrane;SWING;5;561;3;565;1;27;14;3,2,2,2,4,4,4,3,2,3,2,2,2,1;111,01,11,11,1001,1011,0011,011,11,011,11,01,11,1
224_312;line;POSTBOP;UP;John Coltrane;SWING;2;566;2;567;4;11;7;2,3,2,1,2,2,2;01,111,01,1,01,11,11
224_313;lick;POSTBOP;UP;John Coltrane;SWING;2;569;3;570;2;7;4;1,2,2,2;1,11,11,11
224_314;line;POSTBOP;UP;John Coltrane;SWING;2;571;2;572;3;10;6;4,2,2,2,3,4;0001,11,01,11,011,0011
224_315;line;POSTBOP;UP;John Coltrane;SWING;5;573;3;577;4;32;18;2,3,3,2,2,1,2,3,3,3,2,3,2,2,4,2,2,1;11,011,011,01,11,1,11,111,011,011,01,111,01,11,1101,01,01,1
224_316;lick;POSTBOP;UP;John Coltrane;SWING;2;578;2;579;2;5;4;4,3,2,1;0001,011,01,1
224_317;lick;POSTBOP;UP;John Coltrane;SWING;3;580;2;582;1;11;7;2,3,1,2,4,2,1;01,011,1,11,1001,11,1
224_318;lick;POSTBOP;UP;John Coltrane;SWING;2;583;3;584;4;12;6;4,2,2,3,2,1;1110,01,11,111,11,1
224_319;line;POSTBOP;UP;John Coltrane;SWING;8;585;3;592;3;53;28;1,4,1,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,3,4,1,1;1,0011,1,11,110,11,11,1011,11,11,11,11,11,11,11,01,11,11,111,11,01,1011,11,01,111,1001,1,1
224_320;lick;POSTBOP;UP;John Coltrane;SWING;3;593;4;595;3;8;4;4,2,3,2;0011,11,011,11
224_321;lick;POSTBOP;UP;John Coltrane;SWING;4;596;1;599;3;17;14;2,1,3,2,2,1,2,2,1,1,2,2,2,2;01,1,011,01,01,1,11,01,1,1,11,01,01,01
224_322;lick;POSTBOP;UP;John Coltrane;SWING;2;600;2;601;3;9;6;4,1,2,2,2,2;0001,1,01,11,11,11
224_323;lick;POSTBOP;UP;John Coltrane;SWING;1;602;1;602;4;7;4;2,2,2,4;11,01,01,1011
224_324;line;POSTBOP;UP;John Coltrane;SWING;2;603;3;604;4;13;6;2,2,2,3,4,3;11,11,11,111,0110,011
224_325;lick;POSTBOP;UP;John Coltrane;SWING;2;605;2;606;1;6;4;4,2,2,2;0001,01,11,11
224_326;lick;POSTBOP;UP;John Coltrane;SWING;2;609;3;610;4;7;5;2,2,2,1,1;11,01,11,1,1
224_327;lick;POSTBOP;UP;John Coltrane;SWING;2;611;3;612;3;5;3;2,2,2;11,01,11
224_328;lick;POSTBOP;UP;John Coltrane;SWING;3;613;3;615;3;8;6;4,4,4,2,2,2;1001,0001,0001,01,01,11
224_329;line;POSTBOP;UP;John Coltrane;SWING;2;616;2;617;3;8;5;2,2,2,2,1;01,11,11,11,1
224_330;lick;POSTBOP;UP;John Coltrane;SWING;1;618;1;618;2;5;2;4,2;1011,11
224_331;lick;POSTBOP;UP;John Coltrane;SWING;1;619;1;619;2;5;2;2,3;11,111
224_332;lick;POSTBOP;UP;John Coltrane;SWING;1;620;1;620;3;5;3;2,2,1;11,11,1
224_333;lick;POSTBOP;UP;John Coltrane;SWING;1;621;1;621;2;5;2;2,4;11,1011
224_334;lick;POSTBOP;UP;John Coltrane;SWING;1;622;1;622;2;5;2;4,3;1101,011
224_335;lick;POSTBOP;UP;John Coltrane;SWING;2;622;4;623;2;5;3;4,2,3;0001,11,011
224_336;lick;POSTBOP;UP;John Coltrane;SWING;2;623;4;624;3;5;4;2,2,2,1;01,01,11,1
224_337;lick;POSTBOP;UP;John Coltrane;SWING;1;625;1;625;2;5;2;3,3;111,011
224_338;lick;POSTBOP;UP;John Coltrane;SWING;2;625;4;626;2;5;3;4,3,3;0001,011,011
224_339;lick;POSTBOP;UP;John Coltrane;SWING;2;626;4;627;2;4;3;4,2,2;0001,01,11
224_340;lick;POSTBOP;UP;John Coltrane;SWING;2;627;4;628;2;4;3;2,2,1;11,01,1
224_341;lick;POSTBOP;UP;John Coltrane;SWING;1;628;3;628;4;4;2;2,4;01,0111
224_342;lick;POSTBOP;UP;John Coltrane;SWING;1;629;2;629;3;4;2;2,4;01,0111
224_343;lick;POSTBOP;UP;John Coltrane;SWING;1;630;2;630;2;3;1;3;111
224_347;lick;POSTBOP;UP;John Coltrane;SWING;1;633;1;633;2;5;2;2,4;11,0111
224_348;lick;POSTBOP;UP;John Coltrane;SWING;2;633;4;634;2;5;3;4,2,3;0001,11,011
224_357;lick;POSTBOP;UP;John Coltrane;SWING;3;645;2;647;4;9;8;4,2,2,2,1,1,1,1;0001,01,01,11,1,1,1,1
224_358;line;POSTBOP;UP;John Coltrane;SWING;2;649;2;650;4;13;7;2,1,3,2,3,2,4;11,1,011,11,011,11,0110
224_359;line;POSTBOP;UP;John Coltrane;SWING;3;651;2;653;2;17;9;2,2,2,3,2,2,3,3,2;01,11,11,011,11,01,111,011,11
224_360;lick;POSTBOP;UP;John Coltrane;SWING;2;654;2;655;2;8;4;4,3,3,2;0001,111,011,11
224_361;lick;POSTBOP;UP;John Coltrane;SWING;2;656;2;657;1;7;4;2,2,4,1;11,11,1001,1
224_362;line;POSTBOP;UP;John Coltrane;SWING;1;657;3;657;4;2;2;2,1;01,1
224_363;line;POSTBOP;UP;John Coltrane;SWING;1;658;2;658;2;2;1;4;0011
224_364;line;POSTBOP;UP;John Coltrane;SWING;1;658;4;658;4;2;1;3;011
224_365;line;POSTBOP;UP;John Coltrane;SWING;1;659;2;659;2;2;1;2;11
224_366;line;POSTBOP;UP;John Coltrane;SWING;1;659;4;659;4;2;1;3;011
224_367;line;POSTBOP;UP;John Coltrane;SWING;1;660;2;660;2;2;1;4;0011
224_368;line;POSTBOP;UP;John Coltrane;SWING;2;660;4;661;1;2;2;2,1;01,1
224_369;line;POSTBOP;UP;John Coltrane;SWING;1;661;2;661;2;2;1;3;011
224_370;line;POSTBOP;UP;John Coltrane;SWING;2;661;4;662;3;6;4;3,2,3,1;011,01,110,1
224_371;lick;POSTBOP;UP;John Coltrane;SWING;3;662;4;664;1;9;6;4,2,2,4,1,1;0001,11,01,1011,1,1
224_372;lick;POSTBOP;UP;John Coltrane;SWING;1;664;3;664;4;4;2;2,4;11,1001
224_374;lick;POSTBOP;UP;John Coltrane;SWING;2;665;4;666;2;8;3;2,3,4;11,111,0111
224_375;line;POSTBOP;UP;John Coltrane;SWING;3;666;4;668;4;16;8;4,2,2,2,2,2,2,4;0001,11,11,11,11,11,11,1011
224_376;lick;POSTBOP;UP;John Coltrane;SWING;2;670;2;671;2;6;4;3,4,2,3;011,0001,01,110
224_377;lick;POSTBOP;UP;John Coltrane;SWING;3;673;1;675;4;13;7;3,2,2,4,4,2,6;110,01,11,0001,0110,11,111000
224_378;lick;POSTBOP;UP;John Coltrane;SWING;4;676;3;679;1;13;8;1,4,2,4,2,2,3,2;1,1011,01,0011,01,01,110,11
224_379;lick;POSTBOP;UP;John Coltrane;SWING;3;680;1;682;4;14;10;2,1,4,2,2,2,4,2,2,1;01,1,1101,01,11,01,1001,01,01,1
224_385;line;POSTBOP;UP;John Coltrane;SWING;3;714;4;716;2;12;7;2,4,1,4,1,2,4;01,0001,1,1101,1,11,1011
224_387;line;POSTBOP;UP;John Coltrane;SWING;6;718;3;723;4;44;22;2,2,4,2,2,4,2,1,2,2,2,2,4,2,1,4,2,2,3,3,1,3;11,11,1011,01,11,1011,01,1,11,11,11,11,1110,11,1,0111,01,11,111,011,1,111
224_389;lick;POSTBOP;UP;John Coltrane;SWING;2;729;1;730;2;8;5;4,4,3,2,1;0001,0011,011,11,1
224_390;lick;POSTBOP;UP;John Coltrane;SWING;2;730;4;731;3;9;4;4,2,4,1;1110,11,1110,1
224_391;line;POSTBOP;UP;John Coltrane;SWING;3;732;1;734;2;24;10;4,3,3,2,4,2,4,5,6,3;1011,011,011,01,0110,01,1111,00111,001011,111
224_397;lick;POSTBOP;UP;John Coltrane;SWING;3;752;2;754;3;10;5;3,4,3,3,2;011,1100,111,011,01
224_398;lick;POSTBOP;UP;John Coltrane;SWING;2;755;2;756;3;7;4;2,2,3,2;01,11,011,11
224_399;lick;POSTBOP;UP;John Coltrane;SWING;2;757;2;758;2;9;5;4,2,3,2,3;0001,01,111,11,011
224_400;lick;POSTBOP;UP;John Coltrane;SWING;2;759;2;760;3;9;6;4,2,4,2,2,1;0001,11,0011,01,11,1
224_401;line;POSTBOP;UP;John Coltrane;SWING;3;761;3;763;4;18;10;3,2,2,4,4,4,2,2,1,2;111,01,11,1011,1001,0011,01,01,1,11
224_406;lick;POSTBOP;UP;John Coltrane;SWING;2;774;1;775;3;7;4;2,3,2,2;01,011,11,11
224_411;lick;POSTBOP;UP;John Coltrane;SWING;3;800;3;802;4;9;7;4,2,1,1,2,2,4;0001,01,1,1,01,11,1100
224_412;lick;POSTBOP;UP;John Coltrane;SWING;2;803;3;804;2;5;3;4,2,2;1001,01,11
224_413;lick;POSTBOP;UP;John Coltrane;SWING;2;805;3;806;3;10;5;1,4,4,4,1;1,1011,0111,0110,1
224_414;lick;POSTBOP;UP;John Coltrane;SWING;2;807;2;808;2;7;5;2,1,2,2,1;11,1,01,11,1
224_422;lick;POSTBOP;UP;John Coltrane;SWING;4;830;3;833;2;12;7;4,3,2,2,4,1,1;1110,011,11,11,0001,1,1
224_423;lick;POSTBOP;UP;John Coltrane;SWING;2;834;2;835;3;6;4;2,2,1,2;11,01,1,11
224_424;lick;POSTBOP;UP;John Coltrane;SWING;3;836;2;838;1;10;7;3,1,3,3,1,1,1;011,1,011,011,1,1,1
224_425;lick;POSTBOP;UP;John Coltrane;SWING;3;839;2;841;2;17;9;2,2,4,2,2,2,2,2,3;11,01,1101,01,11,01,11,11,111
224_426;lick;POSTBOP;UP;John Coltrane;SWING;1;842;1;842;4;9;4;2,4,3,2;11,1101,011,11
224_427;line;POSTBOP;UP;John Coltrane;SWING;4;843;2;846;4;30;15;2,3,2,4,2,2,2,2,2,2,3,2,3,2,3;01,011,01,1101,11,11,11,11,11,11,111,01,111,11,011
224_428;line;POSTBOP;UP;John Coltrane;SWING;8;848;1;855;3;52;28;2,3,2,3,1,2,2,4,2,2,3,2,4,2,1,3,2,2,3,2,2,2,2,2,2,3,3,1;01,011,01,011,1,11,11,1011,01,11,111,01,1011,01,1,111,11,11,011,11,11,11,11,11,01,110,111,1
224_429;line;POSTBOP;UP;John Coltrane;SWING;7;856;3;862;1;43;23;2,2,4,2,4,1,2,2,1,4,2,4,2,2,2,2,2,2,2,2,2,2,1;11,11,1011,01,1101,1,11,01,1,1111,01,1011,01,01,11,11,11,11,11,11,11,11,1
224_430;line;POSTBOP;UP;John Coltrane;SWING;2;863;1;864;1;8;5;2,2,2,2,1;01,11,11,11,1
224_431;lick;POSTBOP;UP;John Coltrane;SWING;2;864;4;865;2;5;3;4,2,1;1011,01,1
224_432;line;POSTBOP;UP;John Coltrane;SWING;2;866;4;867;2;7;3;2,4,2;11,1011,11
224_433;lick;POSTBOP;UP;John Coltrane;SWING;2;868;3;869;1;5;3;1,3,1;1,111,1
224_434;lick;POSTBOP;UP;John Coltrane;SWING;2;870;2;871;2;7;4;2,3,2,2;11,011,11,01
224_435;line;POSTBOP;UP;John Coltrane;SWING;2;873;1;874;2;11;6;2,3,3,2,3,2;01,011,011,11,011,11
224_436;lick;POSTBOP;UP;John Coltrane;SWING;2;875;3;876;1;6;3;3,2,1;111,11,1
224_437;lick;POSTBOP;UP;John Coltrane;SWING;1;876;3;876;4;5;2;3,2;111,11
224_438;lick;POSTBOP;UP;John Coltrane;SWING;3;877;4;879;2;12;7;4,3,2,2,2,4,3;0001,011,11,01,11,1001,011
224_445;line;POSTBOP;UP;John Coltrane;SWING;4;917;4;920;3;19;9;2,2,3,2,3,2,2,2,4;11,01,111,11,011,11,11,11,0111
224_450;line;POSTBOP;UP;John Coltrane;SWING;4;941;2;944;4;26;14;4,3,2,3,3,2,4,2,2,2,2,2,2,1;0001,011,11,011,011,11,0011,11,11,11,11,11,11,1
224_451;line;POSTBOP;UP;John Coltrane;SWING;1;946;1;946;3;6;3;3,3,2;110,111,01
224_452;line;POSTBOP;UP;John Coltrane;SWING;5;947;1;951;2;35;18;1,4,2,3,2,2,2,2,2,2,2,4,2,3,2,3,4,3;1,1111,01,011,11,11,01,11,11,01,11,1011,01,111,11,111,0001,011
224_453;lick;POSTBOP;UP;John Coltrane;SWING;2;953;1;954;2;8;6;4,2,1,2,2,3;0001,01,1,01,11,110
224_454;line;POSTBOP;UP;John Coltrane;SWING;5;955;2;959;3;35;18;2,3,3,2,2,2,3,3,2,3,2,2,2,2,4,2,3,2;01,011,011,01,11,11,111,011,01,111,11,11,11,11,0111,11,011,01
224_457;line;POSTBOP;UP;John Coltrane;SWING;4;964;1;967;2;24;13;2,1,3,2,2,3,2,2,4,2,3,3,2;01,1,011,01,01,111,11,01,1111,11,011,011,11
224_458;lick;POSTBOP;UP;John Coltrane;SWING;3;968;2;970;3;13;7;2,2,4,2,3,4,2;01,01,1001,11,111,0111,01
224_459;lick;POSTBOP;UP;John Coltrane;SWING;5;971;2;975;2;21;14;2,1,2,4,2,2,1,2,2,3,1,3,3,1;01,1,01,1001,01,01,1,11,11,111,1,011,011,1
224_460;lick;POSTBOP;UP;John Coltrane;SWING;2;976;2;977;2;7;4;1,3,3,2;1,011,011,11
224_461;line;POSTBOP;UP;John Coltrane;SWING;3;978;3;980;3;22;9;4,2,3,5,2,3,2,4,4;1001,01,111,10111,01,111,11,1101,0111
224_463;lick;POSTBOP;UP;John Coltrane;SWING;4;985;2;988;3;18;8;3,1,2,3,4,4,2,2;111,1,01,111,1011,1011,11,11
224_464;line;POSTBOP;UP;John Coltrane;SWING;3;989;2;991;3;18;10;4,1,4,4,2,2,3,1,2,1;0001,1,0110,1111,11,01,111,1,11,1
225_2;line;POSTBOP;UP;John Coltrane;SWING;4;5;2;8;4;18;12;2,1,3,3,2,1,1,3,1,2,1,1;01,1,111,011,11,1,1,110,1,11,1,1
