id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;length;divisions;rhythm
1_2;line;COOL;UP;Art Pepper;SWING;5;3;3;7;3;28;17;1,2,2,2,1,2,1,2,2,2,2,3,4,2,2,2,2;1,11,11,01,1,11,1,01,11,11,11,011,1001,11,11,11,01
1_3;line;COOL;UP;Art Pepper;SWING;2;9;1;10;3;12;6;2,2,2,4,4,2;01,11,11,1001,0111,11
1_4;line;COOL;UP;Art Pepper;SWING;5;11;3;15;2;27;16;1,2,2,2,2,1,1,2,2,1,1,2,1,2,4,2;1,11,11,11,11,1,1,11,11,1,1,11,1,01,1111,11
1_5;lick;COOL;UP;Art Pepper;SWING;2;16;4;17;1;2;2;4,2;0001,01
1_6;lick;COOL;UP;Art Pepper;SWING;1;18;1;18;3;4;3;1,4,1;1,1001,1
1_7;lick;COOL;UP;Art Pepper;SWING;2;19;3;20;1;5;3;1,4,2;1,1001,11
1_8;line;COOL;UP;Art Pepper;SWING;2;21;3;22;3;10;5;2,2,2,2,2;11,11,11,11,11
1_9;line;COOL;UP;Art Pepper;SWING;2;23;2;24;3;9;6;4,2,2,1,2,4;0001,01,11,1,11,1001
1_10;lick;COOL;UP;Art Pepper;SWING;2;25;3;26;4;7;6;2,2,2,4,1,1;01,01,11,0001,1,1
1_11;line;COOL;UP;Art Pepper;SWING;4;28;1;31;2;16;10;1,1,1,1,2,2,2,2,2,2;1,1,1,1,11,11,11,11,11,11
1_12;line;COOL;UP;Art Pepper;SWING;1;33;1;33;3;5;3;2,4,2;01,1001,11
1_13;line;COOL;UP;Art Pepper;SWING;4;35;2;38;3;27;14;2,2,2,2,2,2,2,4,2,2,2,1,4,4;01,11,11,11,11,11,11,1110,11,11,01,1,0011,1101
1_14;line;COOL;UP;Art Pepper;SWING;4;39;3;42;4;21;13;4,2,2,4,2,2,2,2,2,2,2,2,2;0001,01,01,1001,11,11,11,11,11,11,01,11,01
1_15;line;COOL;UP;Art Pepper;SWING;4;44;1;47;2;22;12;4,3,2,2,2,2,2,2,2,1,2,2;0011,011,01,11,11,11,11,11,11,1,11,11
1_16;lick;COOL;UP;Art Pepper;SWING;2;48;4;49;1;2;2;2,2;01,01
1_17;lick;COOL;UP;Art Pepper;SWING;4;49;4;52;3;13;8;4,4,4,2,2,1,3,2;0001,0001,0001,11,11,1,111,11
1_18;lick;COOL;UP;Art Pepper;SWING;1;53;3;53;4;2;2;4,2;0001,01
1_19;lick;COOL;UP;Art Pepper;SWING;1;54;3;54;4;2;2;4,2;0001,01
1_20;lick;COOL;UP;Art Pepper;SWING;1;56;1;56;3;7;3;3,2,2;111,11,11
1_22;line;COOL;UP;Art Pepper;SWING;3;60;1;62;1;17;8;2,2,4,2,3,2,4,2;11,11,1011,11,111,11,1001,01
1_23;line;COOL;UP;Art Pepper;SWING;3;63;1;65;3;16;11;4,2,4,2,2,2,2,1,1,4,2;1001,11,0011,01,11,11,01,1,1,0001,01
1_24;lick;COOL;UP;Art Pepper;SWING;1;66;2;66;3;2;2;2,2;01,01
1_26;line;COOL;UP;Art Pepper;SWING;5;68;2;72;3;32;18;2,3,3,2,2,4,6,2,2,1,2,2,2,2,2,1,2,2;01,011,111,01,11,1101,001001,01,11,1,11,11,11,11,11,1,01,11
1_29;line;COOL;UP;Art Pepper;SWING;2;80;3;81;3;9;5;2,4,4,4,2;01,0001,0011,1011,11
1_30;lick;COOL;UP;Art Pepper;SWING;3;82;3;84;4;12;9;2,2,1,2,4,4,1,3,2;01,01,1,01,0001,0001,1,111,11
1_31;line;COOL;UP;Art Pepper;SWING;7;85;4;91;3;37;20;2,2,4,2,3,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1;01,11,0111,01,111,1,11,11,11,11,1,11,11,11,111,11,11,11,1,1
1_33;line;COOL;UP;Art Pepper;SWING;2;96;3;97;2;5;4;4,2,2,1;0001,01,11,1
1_36;lick;COOL;UP;Art Pepper;SWING;1;106;1;106;3;5;3;4,3,2;0001,011,11
1_37;lick;COOL;UP;Art Pepper;SWING;1;107;2;107;3;2;2;2,2;01,01
1_38;lick;COOL;UP;Art Pepper;SWING;1;108;2;108;3;3;2;3,2;011,01
1_39;line;COOL;UP;Art Pepper;SWING;4;109;2;112;2;15;11;4,4,2,2,3,2,4,4,2,2,2;0001,0001,01,01,011,01,0001,0011,11,11,01
1_41;line;COOL;UP;Art Pepper;SWING;4;115;3;118;3;19;10;2,3,2,3,1,2,2,2,2,2;11,011,11,011,1,11,11,11,11,11
1_42;line;COOL;UP;Art Pepper;SWING;3;119;3;121;1;12;7;1,1,2,2,2,2,2;1,1,11,11,11,11,11
1_43;lick;COOL;UP;Art Pepper;SWING;2;121;3;122;1;3;3;4,2,2;0001,01,01
1_44;lick;COOL;UP;Art Pepper;SWING;5;122;4;126;3;19;12;4,4,2,2,2,2,4,3,4,2,4,2;0001,0001,01,11,01,01,0001,011,1011,11,1011,01
1_45;line;COOL;UP;Art Pepper;SWING;3;127;1;129;1;15;9;4,1,2,2,2,4,2,2,2;0001,1,11,01,11,1011,01,11,11
2_3;lick;COOL;UP;Art Pepper;SWING;1;3;2;3;3;3;2;2,2;01,11
2_4;lick;COOL;UP;Art Pepper;SWING;1;4;3;4;4;2;2;2,1;01,1
2_5;lick;COOL;UP;Art Pepper;SWING;1;5;2;5;3;3;2;4,2;0011,01
2_6;lick;COOL;UP;Art Pepper;SWING;2;6;1;7;1;6;4;4,6,2,2;0011,000001,01,11
2_7;lick;COOL;UP;Art Pepper;SWING;1;8;2;8;4;4;3;4,2,1;0011,01,1
2_8;lick;COOL;UP;Art Pepper;SWING;3;9;2;11;3;12;8;2,2,2,1,2,4,4,1;01,11,11,1,01,1100,1001,1
2_9;lick;COOL;UP;Art Pepper;SWING;4;13;1;16;1;17;11;2,2,2,2,2,2,1,1,1,2,2;01,11,11,11,11,11,1,1,1,01,11
2_10;lick;COOL;UP;Art Pepper;SWING;3;17;2;19;2;13;7;2,2,2,4,2,2,4;01,01,11,1001,11,11,1011
2_11;lick;COOL;UP;Art Pepper;SWING;4;20;2;23;2;14;8;3,2,1,2,2,2,2,1;011,11,1,11,11,11,11,1
2_15;line;COOL;UP;Art Pepper;SWING;1;32;1;32;4;11;4;4,3,6,4;0011,111,011100,1011
2_16;lick;COOL;UP;Art Pepper;SWING;1;33;2;33;3;3;2;5,2;00011,01
2_17;lick;COOL;UP;Art Pepper;SWING;1;34;2;34;4;4;3;2,2,1;01,11,1
2_18;line;COOL;UP;Art Pepper;SWING;3;35;2;37;1;14;8;3,2,2,2,1,2,2,2;011,01,11,11,1,11,11,11
2_19;lick;COOL;UP;Art Pepper;SWING;2;38;4;39;3;5;3;4,1,1;0111,1,1
2_20;line;COOL;UP;Art Pepper;SWING;1;40;2;40;4;9;3;4,4,1;1111,1111,1
2_21;lick;COOL;UP;Art Pepper;SWING;2;41;3;42;4;14;6;2,2,4,4,3,1;11,01,1111,1110,111,1
2_22;line;COOL;UP;Art Pepper;SWING;4;44;2;47;2;27;13;2,4,3,2,2,4,2,1,2,2,2,2,2;11,1011,111,11,11,1011,01,1,11,11,11,11,11
2_23;lick;COOL;UP;Art Pepper;SWING;1;49;2;49;3;4;2;4,2;1001,11
2_24;lick;COOL;UP;Art Pepper;SWING;4;50;3;53;2;20;11;4,4,2,2,2,2,4,2,1,6,2;1001,0001,11,01,11,11,1001,11,1,100011,11
2_25;line;COOL;UP;Art Pepper;SWING;1;55;2;55;4;12;3;6,6,4;111101,011011,0111
2_26;line;COOL;UP;Art Pepper;SWING;4;56;4;59;2;24;11;4,2,2,2,4,4,2,2,2,2,2;0011,11,11,11,1101,0111,11,11,11,11,11
2_27;lick;COOL;UP;Art Pepper;SWING;1;61;1;61;3;8;3;2,4,2;11,1111,11
2_28;lick;COOL;UP;Art Pepper;SWING;3;62;2;64;4;25;11;6,6,2,4,4,2,6,1,4,3,4;000001,000011,11,0111,1011,11,001111,1,0001,111,1101
2_29;line;COOL;UP;Art Pepper;SWING;5;67;1;71;2;30;17;2,2,4,2,2,2,2,2,1,4,4,2,3,1,2,2,2;01,11,1011,11,11,11,11,11,1,1011,1001,01,110,1,01,11,01
2_30;line;COOL;UP;Art Pepper;SWING;2;72;4;73;3;13;4;6,4,6,4;000011,1111,111010,1101
2_31;lick;COOL;UP;Art Pepper;SWING;4;74;2;77;4;22;13;4,4,4,2,3,2,2,2,6,2,4,2,1;0001,0001,0011,01,110,11,11,11,100101,01,1001,11,1
2_32;lick;COOL;UP;Art Pepper;SWING;1;79;1;79;4;4;3;4,2,1;1001,01,1
2_33;lick;COOL;UP;Art Pepper;SWING;3;80;3;82;2;11;7;2,4,3,2,2,2,1;11,1001,110,01,11,01,1
2_35;line;COOL;UP;Art Pepper;SWING;3;85;1;87;3;19;11;4,4,2,2,2,2,2,2,2,1,1;0011,0011,01,11,11,11,11,11,11,1,1
2_36;line;COOL;UP;Art Pepper;SWING;5;88;3;92;4;27;18;2,6,4,4,2,4,2,2,2,2,1,1,1,2,1,2,4,1;01,100101,0001,0001,11,0001,11,11,01,01,1,1,1,11,1,01,1111,1
2_37;lick;COOL;UP;Art Pepper;SWING;3;93;3;95;3;18;8;4,2,4,2,4,1,3,2;1111,01,1011,11,0111,1,011,11
2_40;lick;COOL;UP;Art Pepper;SWING;1;100;2;100;3;4;2;2,2;11,11
2_42;line;COOL;UP;Art Pepper;SWING;6;102;2;107;2;36;19;6,1,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,1;000001,1,0001,11,11,11,11,11,1111,11,11,11,1001,11,11,11,11,1001,1
2_43;lick;COOL;UP;Art Pepper;SWING;2;109;1;110;3;13;5;6,4,4,1,3;001101,0111,0111,1,111
2_44;lick;COOL;UP;Art Pepper;SWING;2;111;2;112;3;12;6;3,1,2,4,5,1;011,1,11,0011,01111,1
2_45;line;COOL;UP;Art Pepper;SWING;2;113;2;114;3;19;5;3,4,6,4,6;111,1111,011011,0111,110111
2_46;lick;COOL;UP;Art Pepper;SWING;2;115;2;116;3;13;5;4,3,3,4,3;0111,110,011,1111,110
2_47;lick;COOL;UP;Art Pepper;SWING;3;117;3;119;4;17;8;2,2,4,1,4,4,6,1;01,11,0001,1,0111,1110,111101,1
2_48;line;COOL;UP;Art Pepper;SWING;1;120;1;120;4;15;4;5,4,6,6;01011,0111,111011,111100
2_49;line;COOL;UP;Art Pepper;SWING;2;121;2;122;3;15;6;6,4,2,3,4,3;000011,1011,01,111,1111,110
2_50;line;COOL;UP;Art Pepper;SWING;2;123;1;124;3;25;7;4,5,3,8,6,4,4;0001,10111,111,01010111,101011,1111,1111
2_53;lick;COOL;UP;Art Pepper;SWING;4;127;3;130;4;18;13;4,1,4,2,2,2,1,1,2,2,4,1,6;0001,1,0001,01,01,01,1,1,11,11,1011,1,100001
2_54;lick;COOL;UP;Art Pepper;SWING;2;131;3;132;4;8;5;4,2,2,4,4;0011,01,01,1001,1001
3_1;line;COOL;MEDIUM UP;Art Pepper;LATIN;2;0;1;1;1;12;5;5,2,4,6,1;00011,11,0111,011011,1
3_2;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;1;3;1;4;5;2;4,3;1011,110
3_3;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;2;1;2;4;9;4;8,3,3,3;00000011,011,111,110
3_5;line;COOL;MEDIUM UP;Art Pepper;LATIN;1;5;3;5;4;5;2;4,4;0011,1110
3_6;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;6;1;6;4;9;4;6,4,4,2;000001,0111,1101,11
3_7;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;7;3;7;3;2;1;3;110
3_8;line;COOL;MEDIUM UP;Art Pepper;LATIN;1;8;2;8;4;11;3;4,4,3;1111,1111,111
3_11;lick;COOL;MEDIUM UP;Art Pepper;LATIN;2;13;2;14;4;15;7;2,1,4,4,4,4,2;11,1,0011,1011,1101,1001,11
3_13;lick;COOL;MEDIUM UP;Art Pepper;LATIN;2;19;3;20;4;17;6;1,4,4,1,6,2;1,1111,1111,1,110111,11
3_14;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;21;3;21;4;3;2;6,2;000101,01
3_15;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;22;2;22;4;8;3;4,2,2;1111,11,11
3_16;line;COOL;MEDIUM UP;Art Pepper;LATIN;4;23;3;26;1;21;11;2,4,6,4,2,2,1,2,2,2,1;11,1101,010011,1011,11,11,1,01,11,01,1
3_26;line;COOL;MEDIUM UP;Art Pepper;LATIN;2;37;3;38;4;14;6;4,4,1,2,4,2;0011,1111,1,11,0111,11
3_27;line;COOL;MEDIUM UP;Art Pepper;LATIN;2;39;3;40;3;18;5;6,4,1,6,4;101011,1111,1,011111,1111
3_28;line;COOL;MEDIUM UP;Art Pepper;LATIN;1;41;2;41;4;10;3;4,6,4;0011,110111,0111
3_29;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;43;1;43;4;10;4;6,1,6,3;010011,1,100011,111
3_30;line;COOL;MEDIUM UP;Art Pepper;LATIN;2;44;2;45;1;13;4;4,5,4,1;1111,10111,1111,1
3_37;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;56;2;56;4;5;3;2,6,1;01,100011,1
3_39;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;58;1;58;4;11;4;3,4,4,2;011,1111,1101,11
3_40;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;59;2;59;3;5;2;4,4;0011,1110
3_41;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;60;1;60;3;7;3;2,6,2;11,100011,11
3_42;lick;COOL;MEDIUM UP;Art Pepper;LATIN;1;61;2;61;4;8;3;4,4,4;0011,1011,1110
3_43;line;COOL;MEDIUM UP;Art Pepper;LATIN;1;62;2;62;4;9;3;4,4,4;0011,1111,1110
4_1;line;COOL;MEDIUM UP;Art Pepper;SWING;5;-1;1;3;4;35;20;2,2,2,5,2,4,2,2,1,4,2,2,2,2,2,2,2,2,4,4;01,01,11,10011,01,1001,11,11,1,0001,11,11,11,11,11,11,11,11,1001,0001
4_2;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;5;1;5;3;6;3;2,4,2;11,1001,11
4_3;lick;COOL;MEDIUM UP;Art Pepper;SWING;4;6;2;9;2;25;13;4,1,2,1,2,2,3,2,3,2,2,2,2;0111,1,11,1,11,11,011,11,011,11,11,11,11
4_4;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;11;1;12;1;5;3;2,2,1;11,11,1
4_5;lick;COOL;MEDIUM UP;Art Pepper;SWING;4;12;3;15;2;17;10;3,2,2,2,4,1,2,2,2,4;011,11,11,11,0001,1,11,11,11,0001
4_6;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;16;3;17;1;5;3;4,2,2;1001,01,11
4_7;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;17;4;18;3;7;4;4,2,2,2;0001,11,11,11
4_8;lick;COOL;MEDIUM UP;Art Pepper;SWING;5;19;2;23;3;24;17;6,4,2,2,2,1,1,1,4,6,2,2,2,2,1,4,4;000001,0001,11,11,01,1,1,1,0001,010001,01,11,11,11,1,0001,1001
4_9;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;25;1;26;2;8;6;4,2,2,4,2,1;0001,11,01,1001,01,1
4_10;lick;COOL;MEDIUM UP;Art Pepper;SWING;5;27;2;31;1;26;15;3,4,2,2,1,2,2,2,2,3,2,1,2,2,2;011,1001,01,01,1,11,11,11,11,011,11,1,11,11,11
4_11;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;31;3;33;4;10;10;2,1,2,1,1,1,1,4,2,1;01,1,01,1,1,1,1,0001,01,1
4_12;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;34;3;36;1;13;7;2,2,6,2,1,2,2;11,11,001011,11,1,11,01
4_13;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;37;3;37;4;4;2;4,1;1011,1
4_14;lick;COOL;MEDIUM UP;Art Pepper;SWING;4;38;3;41;2;21;12;1,2,2,2,2,2,1,4,2,4,6,2;1,11,11,11,11,11,1,0001,11,1101,010001,01
4_15;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;42;2;42;3;3;2;2,4;01,1001
4_16;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;44;1;44;2;3;2;1,2;1,11
4_17;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;45;1;47;4;17;9;2,2,1,6,2,6,2,6,2;01,11,1,010011,11,010011,11,010001,01
4_18;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;48;3;49;1;3;2;1,2;1,11
4_19;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;49;4;51;2;10;6;4,2,1,2,2,2;0001,11,1,11,11,11
4_20;line;COOL;MEDIUM UP;Art Pepper;SWING;1;53;1;53;4;12;4;4,4,4,1;1011,1111,1111,1
4_21;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;54;3;55;1;5;3;1,2,2;1,11,11
4_22;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;55;3;56;1;4;3;2,4,4;11,0001,0001
4_23;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;56;3;57;3;6;5;1,1,1,4,2;1,1,1,0001,11
4_26;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;63;2;64;4;10;7;2,2,2,2,2,2,2;01,11,01,01,11,11,01
4_28;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;67;1;68;4;11;7;1,2,2,4,2,1,4;1,11,11,0001,11,1,1001
4_29;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;70;1;70;4;11;4;4,5,6,1;1111,01111,010001,1
4_30;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;71;2;72;2;8;4;2,6,2,1;01,101110,11,1
4_31;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;72;4;73;3;5;4;2,1,4,1;01,1,1001,1
4_32;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;74;2;74;3;4;2;2,2;11,11
4_33;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;76;1;78;3;18;9;4,4,1,2,2,4,2,2,2;1001,1001,1,11,11,0111,11,11,11
4_37;line;COOL;MEDIUM UP;Art Pepper;SWING;4;84;1;87;4;26;16;4,2,2,2,4,2,4,2,1,1,1,1,1,6,2,1;1011,11,11,11,1011,11,1001,11,1,1,1,1,1,000001,01,1
4_38;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;88;3;89;1;4;3;4,2,1;0001,11,1
4_39;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;89;3;89;4;3;2;4,2;0001,11
4_40;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;91;1;92;3;13;7;2,4,1,6,1,4,2;01,1011,1,000001,1,1111,11
4_41;lick;COOL;MEDIUM UP;Art Pepper;SWING;5;93;1;97;1;27;16;6,3,1,1,1,1,2,2,2,4,2,2,2,2,2,1;000011,011,1,1,1,1,11,11,11,1011,11,11,01,11,11,1
4_42;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;97;4;98;1;6;2;6,2;100111,11
4_43;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;99;1;100;1;13;5;5,6,2,4,1;10111,010111,01,1101,1
4_44;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;100;3;100;4;3;2;2,2;01,11
4_45;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;102;1;102;3;4;3;1,2,1;1,11,1
4_46;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;104;1;105;4;11;7;1,2,2,2,2,2,2;1,01,11,01,11,11,11
4_48;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;108;1;108;3;4;3;1,2,2;1,01,11
4_49;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;109;4;111;4;15;9;1,4,2,2,2,1,4,2,1;1,1011,11,11,11,1,1001,01,1
4_50;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;112;3;113;1;5;3;4,2,4;1001,01,1001
4_51;lick;COOL;MEDIUM UP;Art Pepper;SWING;3;113;4;115;3;16;8;2,2,2,2,2,2,4,6;01,11,11,11,11,11,1101,010001
4_52;lick;COOL;MEDIUM UP;Art Pepper;SWING;4;116;4;119;1;10;9;2,4,4,2,1,1,1,1,1;01,1001,0001,01,1,1,1,1,1
4_53;lick;COOL;MEDIUM UP;Art Pepper;SWING;2;120;1;121;1;7;5;2,2,2,1,1;01,11,11,1,1
4_54;lick;COOL;MEDIUM UP;Art Pepper;SWING;1;122;2;122;3;3;2;2,4;01,1001
4_55;lick;COOL;MEDIUM UP;Art Pepper;SWING;4;123;2;126;4;23;13;2,4,4,2,4,2,1,2,2,2,2,6,2;01,1001,1001,01,0011,11,1,11,01,11,11,010011,11
31_2;line;POSTBOP;UP;Bob Berg;SWING;7;9;3;15;2;38;23;2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,3,1,2,2,2,2,2,2;11,11,11,11,11,11,11,11,1,0011,1,1,1,1,11,011,1,01,01,11,11,11,11
31_3;lick;POSTBOP;UP;Bob Berg;SWING;4;16;3;19;1;15;9;2,2,2,2,2,2,1,1,1;11,11,11,11,11,11,1,1,1
31_4;line;POSTBOP;UP;Bob Berg;SWING;5;19;3;23;1;29;15;2,2,2,2,2,2,2,2,2,2,2,2,2,2,1;11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
31_5;lick;POSTBOP;UP;Bob Berg;SWING;2;24;3;25;1;5;3;2,3,1;01,111,1
31_6;lick;POSTBOP;UP;Bob Berg;SWING;1;25;2;25;4;5;3;2,4,1;01,1011,1
31_7;lick;POSTBOP;UP;Bob Berg;SWING;1;26;2;26;3;5;2;3,4;111,1100
31_8;lick;POSTBOP;UP;Bob Berg;SWING;2;26;4;27;2;5;3;2,3,1;01,111,1
31_9;lick;POSTBOP;UP;Bob Berg;SWING;2;27;3;28;1;5;3;2,3,1;01,111,1
31_10;lick;POSTBOP;UP;Bob Berg;SWING;1;28;2;28;3;4;2;2,4;01,1110
31_11;line;POSTBOP;UP;Bob Berg;SWING;2;29;3;30;1;6;3;4,2,1;0111,11,1
31_12;line;POSTBOP;UP;Bob Berg;SWING;6;30;3;35;1;37;19;2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1;11,11,11,11,11,11,1011,01,11,11,11,11,11,11,11,11,11,11,1
31_14;line;POSTBOP;UP;Bob Berg;SWING;5;38;3;42;3;26;16;2,2,2,2,2,2,2,2,1,3,1,4,4,1,1,1;11,11,11,11,11,11,11,11,1,011,1,1001,0001,1,1,1
31_15;line;POSTBOP;UP;Bob Berg;SWING;4;43;2;46;1;23;12;2,2,2,2,2,2,2,2,2,2,2,1;11,11,11,11,11,11,11,11,11,11,11,1
31_16;line;POSTBOP;UP;Bob Berg;SWING;5;47;1;51;4;39;20;2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,1,1,1,1;01,11,11,11,11,11,11,11,1111,11,1111,11,11,11,11,11,1,1,1,1
31_17;line;POSTBOP;UP;Bob Berg;SWING;7;53;1;59;2;48;26;2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1;01,11,11,11,11,11,11,11,11,11,11,11,1,1,11,11,11,11,11,11,11,11,11,11,11,1
31_18;lick;POSTBOP;UP;Bob Berg;SWING;1;60;1;60;2;3;2;2,1;11,1
31_19;line;POSTBOP;UP;Bob Berg;SWING;2;61;3;62;4;12;6;2,3,2,1,4,1;11,111,11,1,1101,1
31_20;line;POSTBOP;UP;Bob Berg;SWING;2;63;3;64;4;13;6;4,2,2,2,2,4;1011,01,11,11,11,1011
31_26;line;POSTBOP;UP;Bob Berg;SWING;4;83;3;86;1;21;11;2,2,2,2,2,2,2,2,2,4,2;01,11,11,11,11,11,11,11,11,1101,01
31_27;line;POSTBOP;UP;Bob Berg;SWING;3;86;3;88;3;10;7;2,2,2,4,2,4,2;11,11,11,0001,01,0001,01
31_28;line;POSTBOP;UP;Bob Berg;SWING;6;89;3;94;2;39;20;2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1;11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
31_32;line;POSTBOP;UP;Bob Berg;SWING;4;109;3;112;4;28;14;2,2,2,2,2,2,2,2,2,2,2,2,2,3;11,11,11,11,11,11,11,11,11,11,11,11,11,110
31_33;line;POSTBOP;UP;Bob Berg;SWING;5;113;3;117;3;24;13;2,2,4,2,2,2,2,2,2,2,2,1,2;01,11,1001,11,11,11,11,11,11,11,11,1,11
31_34;line;POSTBOP;UP;Bob Berg;SWING;4;118;3;121;3;24;13;2,2,2,2,2,2,2,2,4,3,2,2,1;01,11,11,11,11,11,11,11,1011,011,01,11,1
31_35;line;POSTBOP;UP;Bob Berg;SWING;3;122;1;124;2;17;10;1,2,2,2,2,2,2,2,1,2;1,01,11,11,11,11,11,11,1,11
31_36;line;POSTBOP;UP;Bob Berg;SWING;7;126;1;132;3;30;17;2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1;01,11,1011,01,11,11,11,11,11,11,11,11,11,11,1,1,1
31_38;line;POSTBOP;UP;Bob Berg;SWING;6;138;1;143;3;39;20;2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1;11,11,11,11,11,11,11,11,11,11,0111,11,11,11,11,11,11,11,1,1
32_7;line;POSTBOP;UP;Bob Berg;SWING;3;26;1;28;1;16;9;2,2,2,2,2,2,2,2,1;01,11,11,11,11,11,11,11,1
32_11;line;POSTBOP;UP;Bob Berg;SWING;5;29;4;33;3;32;16;5,4,4,3,2,2,4,2,2,2,2,4,3,2,2,1;00111,0111,0011,011,11,01,1101,01,11,11,11,1101,011,01,11,1
32_17;line;POSTBOP;UP;Bob Berg;SWING;7;43;4;49;3;48;21;1,2,4,2,2,3,4,2,2,2,3,2,4,2,2,2,2,4,4,6,3;1,11,1101,01,11,110,1011,11,01,11,111,01,1011,01,11,11,11,1111,1111,101110,111
32_20;line;POSTBOP;UP;Bob Berg;SWING;3;56;3;58;3;20;9;2,4,3,2,2,2,2,2,4;01,1111,011,11,11,11,11,11,1011
32_23;line;POSTBOP;UP;Bob Berg;SWING;6;68;2;73;1;39;20;2,2,2,2,2,4,2,2,2,2,2,4,2,4,2,3,4,1,1,2;11,11,11,11,11,1011,01,11,11,11,11,1011,01,1101,01,110,1011,1,1,11
32_24;line;POSTBOP;UP;Bob Berg;SWING;5;73;4;77;3;34;16;4,4,2,2,2,4,2,4,4,4,4,3,1,4,2,1;0011,0111,11,11,11,1011,11,1011,0011,0011,0110,111,1,1001,11,1
32_25;line;POSTBOP;UP;Bob Berg;SWING;2;78;2;79;3;13;6;2,4,3,2,4,3;11,1110,110,11,0110,011
32_29;line;POSTBOP;UP;Bob Berg;SWING;3;84;1;86;1;18;9;2,6,4,4,2,2,2,3,2;01,000011,1011,0011,11,11,11,011,11
32_30;line;POSTBOP;UP;Bob Berg;SWING;1;86;3;86;4;3;2;4,4;0001,0110
32_32;line;POSTBOP;UP;Bob Berg;SWING;2;93;2;94;3;15;6;6,3,2,2,4,4;010011,111,11,11,1001,1101
33_5;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;6;3;9;4;24;13;7,2,3,2,6,2,2,4,2,4,2,2,2;0001101,01,011,11,001110,11,01,1001,01,1001,01,11,11
33_9;line;POSTBOP;MEDIUM;Bob Berg;SWING;3;15;3;17;4;32;10;5,6,4,4,5,4,8,4,2,1;01111,101011,0111,1111,11111,1101,01000101,0111,11,1
33_11;line;POSTBOP;MEDIUM;Bob Berg;SWING;3;22;1;24;1;24;9;2,4,4,4,4,2,2,2,2;01,1111,1111,1111,1101,11,11,11,11
